	File_Name	ENSEMBL	CHR	strand	SYMBOL	TSS	SPECIES	FILE_TYPE	PERTURBATION	DATASET
133	191_SBF2-AS1.txt	ENSG00000246273	chr11	+	SBF2-AS1	9758268.0	human	ENSEMBL	siRNA	lncRNA2Target
134	192_RAD51-AS1.txt	ENSG00000245849	chr15	-	RAD51-AS1	40695107.0	human	ENSEMBL	ASO	lncRNA2Target
135	193_lncRNA-LBCS.txt	ENSG00000228412	chr6	-	lncRNA-LBCS	19839080.0	human	ENSEMBL	siRNA	lncRNA2Target
136	195_CASC15.txt	ENSG00000272168	chr6	+	CASC15	21664185.0	human	ENSEMBL	siRNA	lncRNA2Target
137	196_IGFL2-AS1.txt	ENSG00000268621	chr19	-	IGFL2-AS1	46203160.0	human	ENSEMBL	?	lncRNA2Target
138	197_TYKRIL.txt	ENSG00000262454	chr16	+	TYKRIL	14301389.0	human	ENSEMBL	?	lncRNA2Target
139	198_TYKRIL.txt	ENSG00000262454	chr16	+	TYKRIL	14301389.0	human	ENSEMBL	?	lncRNA2Target
140	199_SLC25A25-AS1.txt	ENSG00000234771	chr9	-	SLC25A25-AS1	128118693.0	human	ENSEMBL	shRNA	lncRNA2Target
141	200_SLC25A25-AS1.txt	ENSG00000234771	chr9	-	SLC25A25-AS1	128118693.0	human	ENSEMBL	shRNA	lncRNA2Target
142	204_Evx1os.txt	ENSMUSG00000086126	chr6	-	Evx1os	52314832.0	mouse	ENSEMBL	shRNA	lncRNA2Target
143	205_Evx1.txt		chr6	+	Evx1	52313498.0	mouse	ENSEMBL	shRNA	lncRNA2Target
144	206_Lhx1os.txt	ENSMUSG00000087211	chr11	+	Lhx1os	84525660.0	mouse	ENSEMBL	shRNA	lncRNA2Target
145	207_Fendrr.txt	ENSMUSG00000097336	chr8	-	Fendrr	121083110.0	mouse	ENSEMBL	shRNA	lncRNA2Target
146	208_Pou3f3os.txt		chr1	-	Pou3f3os	42694842.0	mouse	ENSEMBL	shRNA	lncRNA2Target
147	209_Nr2f1as.txt		chr13	-	Nr2f1as	78199757.0	mouse	ENSEMBL	shRNA	lncRNA2Target
148	210_Sox21os.txt	ENSMUSG00000097493	chr15	+	Sox21os	60822271.0	mouse	ENSEMBL	shRNA	lncRNA2Target
149	211_NORAD.txt	ENSG00000260032	chr20	-	NORAD	36051018.0	human	ENSEMBL	siRNA	lncRNA2Target
150	212_NORAD.txt	ENSG00000260032	chr20	-	NORAD	36051018.0	human	ENSEMBL	siRNA	lncRNA2Target
151	214_NORAD.txt	ENSG00000260032	chr20	-	NORAD	36051018.0	human	ENSEMBL	siRNA	lncRNA2Target
152	215_NORAD.txt	ENSG00000260032	chr20	-	NORAD	36051018.0	human	ENSEMBL	siRNA	lncRNA2Target
153	217_CAT1.txt	ENSG00000237222	chr3	+	CAT1	194708093.0	human	ENSEMBL	siRNA	lncRNA2Target
154	218_CAT2.txt	ENSG00000242759	chr3	-	CAT2	107240671.0	human	ENSEMBL	siRNA	lncRNA2Target
155	219_CAT3.txt	ENSG00000244040	chr3	-	CAT3	160225299.0	human	ENSEMBL	siRNA	lncRNA2Target
156	220_CAT4.txt	ENSG00000260186	chr16	+	CAT4	58421326.0	human	ENSEMBL	siRNA	lncRNA2Target
157	221_CAT5.txt	ENSG00000254132	chr5	-	CAT5	94569470.0	human	ENSEMBL	siRNA	lncRNA2Target
158	222_CAT6.txt		chrX		CAT6	48534039.0	human	ENSEMBL	siRNA	lncRNA2Target
159	223_CAT7.txt	ENSG00000182648	chr7	-	CAT7	156640654.0	human	ENSEMBL	siRNA	lncRNA2Target
160	224_CAT8.txt		chr8		CAT8	133402454.0	human	ENSEMBL	siRNA	lncRNA2Target
161	225_CAT9.txt	ENSG00000171658	chr3	+	CAT9	185959943.0	human	ENSEMBL	siRNA	lncRNA2Target
162	226_CAT10.txt		chr10		CAT10	47415725.0	human	ENSEMBL	siRNA	lncRNA2Target
163	227_CAT11.txt		chr1		CAT11	228071258.0	human	ENSEMBL	siRNA	lncRNA2Target
164	228_CAT12.txt		chr5		CAT12	2705551.0	human	ENSEMBL	siRNA	lncRNA2Target
165	229_CAT13.txt		chr20		CAT13	61948699.0	human	ENSEMBL	siRNA	lncRNA2Target
166	230_CAT14.txt		chr3		CAT14	13463000.0	human	ENSEMBL	siRNA	lncRNA2Target
167	231_CAT15.txt		chr19		CAT15	35985513.0	human	ENSEMBL	siRNA	lncRNA2Target
168	232_CAT16.txt	ENSG00000246379	chr16	-	CAT16	56191118.0	human	ENSEMBL	siRNA	lncRNA2Target
169	233_CAT17.txt	ENSG00000286069	chr12	+	CAT17	53739611.0	human	ENSEMBL	siRNA	lncRNA2Target
170	234_SCR.txt	ENSG00000230037	chr2	-	SCR	136329913.0	human	ENSEMBL	siRNA	lncRNA2Target
171	235_SLNCR1.txt	ENSG00000227036	chr17	-	SLNCR1	72640472.0	human	ENSEMBL	siRNA	lncRNA2Target
172	236_Evx1os.txt	ENSMUSG00000086126	chr6	-	Evx1os	52314832.0	mouse	ENSEMBL	?	lncRNA2Target
173	238_GAS5.txt	ENSG00000234741	chr1	-	GAS5	173868882.0	human	ENSEMBL	shRNA	lncRNA2Target
174	240_Malat1.txt	ENSMUSG00000092341	chr19	-	Malat1	5802672.0	mouse	ENSEMBL	ASO	lncRNA2Target
175	241_Malat1.txt	ENSMUSG00000092341	chr19	-	Malat1	5802672.0	mouse	ENSEMBL	ASO	lncRNA2Target
176	243_Malat1.txt	ENSMUSG00000092341	chr19	-	Malat1	5802672.0	mouse	ENSEMBL	ASO	lncRNA2Target
177	244_H19.txt	ENSMUSG00000000031	chr7	-	H19	142578143.0	mouse	ENSEMBL	siRNA	lncRNA2Target
178	245_lnc-OPC.txt	ENSMUSG00000054944	chr13	-	lnc-OPC	97747411.0	mouse	ENSEMBL	?	lncRNA2Target
179	246_lncRNA152.txt	ENSG00000245750	chr15	+	lncRNA152	69462921.0	human	ENSEMBL	siRNA	lncRNA2Target
180	247_lncRNA152.txt	ENSG00000245750	chr15	+	lncRNA152	69462921.0	human	ENSEMBL	siRNA	lncRNA2Target
181	248_lncRNA67.txt	ENSG00000271643	chr3	-	lncRNA67	33798539.0	human	ENSEMBL	siRNA	lncRNA2Target
182	249_lncRNA67.txt	ENSG00000271643	chr3	-	lncRNA67	33798539.0	human	ENSEMBL	siRNA	lncRNA2Target
183	250_PANCR.txt	ENSG00000250103	chr4	-	PANCR	110615458.0	human	ENSEMBL	siRNA	lncRNA2Target
184	251_PNKY.txt	ENSMUSG00000107859	chr4	+	PNKY	22490548.0	mouse	ENSEMBL	?	lncRNA2Target
185	252_Firre.txt	ENSMUSG00000085396	chrX	-	Firre	50635321.0	mouse	ENSEMBL	?	lncRNA2Target
186	253_LncHSC-1.txt	ENSMUSG00000117446	chr17	-	LncHSC-1	84026019.0	mouse	ENSEMBL	?	lncRNA2Target
187	254_LncHSC-2.txt		chr3	+	LncHSC-2	143017660.0	mouse	ENSEMBL	?	lncRNA2Target
188	255_Esrp2-as.txt	ENSMUSG00000086390	chr8	+	Esrp2-as	106135400.0	mouse	ENSEMBL	ASO	lncRNA2Target
189	258_PDNM3OS.txt	ENSG00000230630	chr1	-	PDNM3OS	172144840.0	human	ENSEMBL	siRNA	lncRNA2Target
190	259_BLACAT2.txt	ENSG00000251381	chr11	-	BLACAT2	12989597.0	human	ENSEMBL	shRNA	lncRNA2Target
191	260_MANCR.txt	ENSG00000231298	chr10	-	MANCR	4678185.0	human	ENSEMBL	ASO	lncRNA2Target
192	261_lncRNA041249.txt		chr10	-	lncRNA041249	80945433.0	mouse	ENSEMBL	shRNA	lncRNA2Target
193	262_Pvt1.txt	ENSMUSG00000097039	chr15	+	Pvt1	62037986.0	mouse	ENSEMBL	shRNA	lncRNA2Target
194	263_lncRNA097790.txt		chr10	-	lncRNA097790	42275261.0	mouse	ENSEMBL	shRNA	lncRNA2Target
195	264_lncRNA104449.txt		chr10	+	lncRNA104449	29067253.0	mouse	ENSEMBL	shRNA	lncRNA2Target
196	265_lncRNA096443.txt		chr10	+	lncRNA096443	15193093.0	mouse	ENSEMBL	shRNA	lncRNA2Target
197	266_lncRNA141992.txt		chr10	-	lncRNA141992	94425588.0	mouse	ENSEMBL	shRNA	lncRNA2Target
198	267_lncRNA166788.txt		chr10	-	lncRNA166788	88197890.0	mouse	ENSEMBL	shRNA	lncRNA2Target
199	268_lncRNA124982.txt		chr10	+	lncRNA124982	66401067.0	mouse	ENSEMBL	shRNA	lncRNA2Target
200	269_lncRNA177417.txt		chr10	+	lncRNA177417	65803017.0	mouse	ENSEMBL	shRNA	lncRNA2Target
201	270_HIPSTR.txt	ENSG00000285278	chr6	+	HIPSTR	10404502.0	human	ENSEMBL	ASO	lncRNA2Target
202	271_HIPSTR.txt	ENSG00000285278	chr6	+	HIPSTR	10404502.0	human	ENSEMBL	ASO	lncRNA2Target
203	275_DINO.txt	ENSG00000285244	chr6	-	DINO	36678559.0	human	ENSEMBL	siRNA	lncRNA2Target
204	276_DINO.txt	ENSG00000285244	chr6	-	DINO	36678559.0	human	ENSEMBL	ASO	lncRNA2Target
205	278_FMR4.txt	ENSG00000268066	chrX	-	FMR4	147911817.0	human	ENSEMBL	siRNA	lncRNA2Target
206	279_Blnc1.txt		chr9	+	Blnc1	95559657.0	mouse	ENSEMBL	shRNA	lncRNA2Target
207	280_SENCR.txt	ENSG00000254703	chr11	-	SENCR	128696023.0	human	ENSEMBL	siRNA	lncRNA2Target
208	286_LincIN.txt		chr10	+	LincIN	32982551.0	human	ENSEMBL	?	lncRNA2Target
209	287_RMEL3.txt	ENSG00000250961	chr5	+	RMEL3	57395060.0	human	ENSEMBL	siRNA	lncRNA2Target
210	288_linc00598.txt		chr13	-	linc00598	40535807.0	human	ENSEMBL	shRNA	lncRNA2Target
211	289_NRCP.txt		chr3	-	NRCP	149221829.0	human	ENSEMBL	siRNA	lncRNA2Target
212	290_BALR-2.txt	ENSG00000237819	chr7	+	BALR-2	92836483.0	human	ENSEMBL	siRNA	lncRNA2Target
213	291_Dali.txt	ENSMUSG00000099784	chr1	+	Dali	42750712.0	mouse	ENSEMBL	shRNA	lncRNA2Target
214	293_Dali.txt	ENSMUSG00000099784	chr1	+	Dali	42750712.0	mouse	ENSEMBL	shRNA	lncRNA2Target
215	ASO_G0143429_05.txt	ENSG00000143429	chr2	-	LSP1P4	91659972.0	human	ENSEMBL	ASO	Fantom
216	ASO_G0163364_06.txt	ENSG00000163364	chr2	-	LINC01116	176637931.0	human	ENSEMBL	ASO	Fantom
217	ASO_G0163364_04.txt	ENSG00000163364	chr2	-	LINC01116	176637931.0	human	ENSEMBL	ASO	Fantom
218	ASO_G0163364_AD_01.txt	ENSG00000163364	chr2	-	LINC01116	176637931.0	human	ENSEMBL	ASO	Fantom
219	ASO_G0180769_AD_03.txt	ENSG00000180769	chr4	+	WDFY3-AS2	84965534.0	human	ENSEMBL	ASO	Fantom
220	ASO_G0180769_03.txt	ENSG00000180769	chr4	+	WDFY3-AS2	84965534.0	human	ENSEMBL	ASO	Fantom
221	ASO_G0180769_08.txt	ENSG00000180769	chr4	+	WDFY3-AS2	84965534.0	human	ENSEMBL	ASO	Fantom
222	ASO_G0182165_AD_04.txt	ENSG00000182165	chr7	-	TP53TG1	87345528.0	human	ENSEMBL	ASO	Fantom
